"","valorTotal","cnpj","xLgr","timestamp","infCpl","vToTrib","date","week_day"
"365","32.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:21:59.000Z","Mesa 44","3.29",2016-01-08,"Friday"
"366","30.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:22:31.000Z","Mesa 46","1.29",2016-01-08,"Friday"
"367","33.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:25:25.000Z","Mesa 60","3.3",2016-01-08,"Friday"
"368","26.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:25:57.000Z","Mesa 58","3.03",2016-01-08,"Friday"
"369","31.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:26:47.000Z","Mesa 59","1.34",2016-01-08,"Friday"
"370","60.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:40:25.000Z","Mesa 73","4.0",2016-01-08,"Friday"
"371","24.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:41:27.000Z","Mesa 85","2.96",2016-01-08,"Friday"
"372","24.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:42:30.000Z","Mesa 76","2.52",2016-01-08,"Friday"
"373","77.57","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:43:42.000Z","Mesa 77","4.74",2016-01-08,"Friday"
"374","58.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:45:14.000Z","Mesa 75","5.86",2016-01-08,"Friday"
"375","43.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:47:23.000Z","Mesa 72","3.3",2016-01-08,"Friday"
"376","93.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:57:03.000Z","Mesa 95","7.33",2016-01-08,"Friday"
"377","38.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:57:14.000Z","Mesa 87","3.54",2016-01-08,"Friday"
"378","43.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T13:59:11.000Z","Mesa 94","3.31",2016-01-08,"Friday"
"379","27.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:04:15.000Z","Mesa 98","3.05",2016-01-08,"Friday"
"380","21.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:01.000Z","Mesa 99","2.83",2016-01-08,"Friday"
"381","34.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:09.000Z","Mesa 97","1.45",2016-01-08,"Friday"
"382","44.14","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:18.000Z","Mesa 96","3.77",2016-01-08,"Friday"
"383","35.53","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:29.000Z","Mesa 88","1.49",2016-01-08,"Friday"
"384","28.67","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:41.000Z","Mesa 86","1.2",2016-01-08,"Friday"
"385","27.27","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:05:52.000Z","Mesa 89","3.06",2016-01-08,"Friday"
"386","27.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:03.000Z","Mesa 90","3.05",2016-01-08,"Friday"
"387","32.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:11.000Z","Mesa 82","2.85",2016-01-08,"Friday"
"388","20.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:19.000Z","Mesa 92","2.36",2016-01-08,"Friday"
"389","19.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:37.000Z","Mesa 83","0.81",2016-01-08,"Friday"
"390","31.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:46.000Z","Mesa 80","3.23",2016-01-08,"Friday"
"391","38.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:06:54.000Z","Mesa 81","1.61",2016-01-08,"Friday"
"392","18.79","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:07:01.000Z","Mesa 84","0.79",2016-01-08,"Friday"
"393","52.1","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:07:10.000Z","Mesa 93","4.1",2016-01-08,"Friday"
"394","58.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T14:07:24.000Z","Mesa 71","6.29",2016-01-08,"Friday"
"395","40.88","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T11:45:13.000Z","Mesa 1","1.72",2016-01-09,"Saturday"
"396","19.68","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T11:53:23.000Z","Mesa 2","2.31",2016-01-09,"Saturday"
"397","32.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:15:12.000Z","Mesa 4","2.84",2016-01-09,"Saturday"
"398","88.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:34:08.000Z","Mesa 5","7.12",2016-01-09,"Saturday"
"399","48.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:35:58.000Z","Mesa 7","2.02",2016-01-09,"Saturday"
"400","49.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:37:06.000Z","Mesa 10","3.58",2016-01-09,"Saturday"
"401","90.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:43:43.000Z","Mesa 14","7.18",2016-01-09,"Saturday"
"402","55.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:44:37.000Z","Mesa 15","4.64",2016-01-09,"Saturday"
"403","92.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:45:37.000Z","Mesa 9","7.28",2016-01-09,"Saturday"
"404","36.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:46:39.000Z","Mesa 18","1.52",2016-01-09,"Saturday"
"405","45.34","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:48:05.000Z","Mesa 3","3.39",2016-01-09,"Saturday"
"406","67.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:48:12.000Z","Mesa 13","5.82",2016-01-09,"Saturday"
"407","78.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:51:20.000Z","Mesa 16","5.19",2016-01-09,"Saturday"
"408","23.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:52:38.000Z","Mesa 21","0.97",2016-01-09,"Saturday"
"409","25.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:52:47.000Z","Mesa 19","1.07",2016-01-09,"Saturday"
"410","67.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:55:05.000Z","Mesa 22","2.85",2016-01-09,"Saturday"
"411","33.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:56:01.000Z","Mesa 26","3.3",2016-01-09,"Saturday"
"412","36.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:56:48.000Z","Mesa 27","3.45",2016-01-09,"Saturday"
"413","57.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:59:16.000Z","Mesa 24","2.4",2016-01-09,"Saturday"
"414","30.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T12:59:24.000Z","Mesa 23","1.28",2016-01-09,"Saturday"
"415","49.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:05:11.000Z","Mesa 28","3.56",2016-01-09,"Saturday"
"416","13.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:05:28.000Z","Mesa 63","0.57",2016-01-09,"Saturday"
"417","34.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:09:17.000Z","Mesa 57","3.34",2016-01-09,"Saturday"
"418","42.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:09:47.000Z","Mesa 46","5.61",2016-01-09,"Saturday"
"419","30.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:11:30.000Z","Mesa 53","2.75",2016-01-09,"Saturday"
"420","27.51","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:12:19.000Z","Mesa 55","2.64",2016-01-09,"Saturday"
"421","31.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:13:08.000Z","Mesa 30","3.25",2016-01-09,"Saturday"
"422","30.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:13:48.000Z","Mesa 29","1.28",2016-01-09,"Saturday"
"423","68.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:14:37.000Z","Mesa 60","4.78",2016-01-09,"Saturday"
"424","47.81","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:15:28.000Z","Mesa 56","3.49",2016-01-09,"Saturday"
"425","41.67","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:17:53.000Z","Mesa 47","3.66",2016-01-09,"Saturday"
"426","69.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:21:05.000Z","Mesa 64","2.92",2016-01-09,"Saturday"
"427","58.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:21:57.000Z","Mesa 61","2.47",2016-01-09,"Saturday"
"428","98.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:27:05.000Z","Mesa 35","7.52",2016-01-09,"Saturday"
"429","27.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:29:57.000Z","Mesa 44","3.05",2016-01-09,"Saturday"
"430","21.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:31:08.000Z","Mesa 70","2.81",2016-01-09,"Saturday"
"431","32.79","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:31:15.000Z","Mesa 71","1.38",2016-01-09,"Saturday"
"432","27.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:31:23.000Z","Mesa 43","1.15",2016-01-09,"Saturday"
"433","118.84","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:32:08.000Z","Mesa 25","10.9",2016-01-09,"Saturday"
"434","190.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:33:52.000Z","Mesa 37","12.87",2016-01-09,"Saturday"
"435","27.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:34:09.000Z","Mesa 42","1.14",2016-01-09,"Saturday"
"436","93.43","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:36:18.000Z","Mesa 72","6.9",2016-01-09,"Saturday"
"437","37.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:37:01.000Z","Mesa 80","1.56",2016-01-09,"Saturday"
"438","104.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:41:20.000Z","Mesa 81","7.78",2016-01-09,"Saturday"
"439","33.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:46:38.000Z","Mesa 85","1.41",2016-01-09,"Saturday"
"440","58.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:47:26.000Z","Mesa 82","4.79",2016-01-09,"Saturday"
"441","100.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:48:14.000Z","Mesa 92","8.06",2016-01-09,"Saturday"
"442","91.35","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:49:12.000Z","Mesa 76","6.18",2016-01-09,"Saturday"
"443","56.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:52:19.000Z","Mesa 93","2.38",2016-01-09,"Saturday"
"444","94.5","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:58:39.000Z","Mesa 66","8.21",2016-01-09,"Saturday"
"445","73.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T13:59:36.000Z","Mesa 98","3.08",2016-01-09,"Saturday"
"446","49.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:00:32.000Z","Mesa 88","3.56",2016-01-09,"Saturday"
"447","46.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:01:03.000Z","Mesa 87","3.87",2016-01-09,"Saturday"
"448","73.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:05:14.000Z","Mesa 89","6.05",2016-01-09,"Saturday"
"449","85.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:14:58.000Z","Mesa 90","5.52",2016-01-09,"Saturday"
"450","30.79","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:19:11.000Z","Mesa 95","2.78",2016-01-09,"Saturday"
"451","32.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:20:08.000Z","Mesa 97","1.37",2016-01-09,"Saturday"
"452","19.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:21:09.000Z","Mesa 96","0.84",2016-01-09,"Saturday"
"453","82.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-09T14:24:16.000Z","Mesa 99","4.94",2016-01-09,"Saturday"
"454","57.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T11:57:51.000Z","Mesa 5","2.4",2016-01-11,"Monday"
"455","38.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:01:50.000Z","Mesa 2","3.51",2016-01-11,"Monday"
"456","38.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:10:06.000Z","Mesa 6","1.61",2016-01-11,"Monday"
"457","53.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:22:08.000Z","Mesa 1","6.06",2016-01-11,"Monday"
"458","18.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:22:52.000Z","Mesa 7","1.2",2016-01-11,"Monday"
"459","21.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:23:40.000Z","Mesa 8","1.32",2016-01-11,"Monday"
"460","21.65","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:25:45.000Z","Mesa 9","0.91",2016-01-11,"Monday"
"461","23.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:26:18.000Z","Mesa 10","2.48",2016-01-11,"Monday"
"462","50.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:41:56.000Z","Mesa 22","4.05",2016-01-11,"Monday"
"463","45.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:52:22.000Z","Mesa 30","1.91",2016-01-11,"Monday"
"464","31.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:53:11.000Z","Mesa 25","2.82",2016-01-11,"Monday"
"465","48.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:53:50.000Z","Mesa 19","3.95",2016-01-11,"Monday"
"466","47.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:54:05.000Z","Mesa 23","3.93",2016-01-11,"Monday"
"467","37.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T12:54:22.000Z","Mesa 24","3.5",2016-01-11,"Monday"
"468","48.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:04:32.000Z","Mesa 43","3.53",2016-01-11,"Monday"
"469","27.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:01.000Z","Mesa 21","1.14",2016-01-11,"Monday"
"470","28.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:21.000Z","Mesa 17","1.19",2016-01-11,"Monday"
"471","30.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:32.000Z","Mesa 16","1.29",2016-01-11,"Monday"
"472","34.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:42.000Z","Mesa 11","1.46",2016-01-11,"Monday"
"473","48.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:50.000Z","Mesa 15","2.03",2016-01-11,"Monday"
"474","35.81","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:05:59.000Z","Mesa 13","1.5",2016-01-11,"Monday"
"475","35.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:06:07.000Z","Mesa 14","2.97",2016-01-11,"Monday"
"476","34.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:06:16.000Z","Mesa 18","3.36",2016-01-11,"Monday"
"477","30.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:08:09.000Z","Mesa 61","2.78",2016-01-11,"Monday"
"478","31.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:11:37.000Z","Mesa 26","2.68",2016-01-11,"Monday"
"479","23.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:11:46.000Z","Mesa 28","1.0",2016-01-11,"Monday"
"480","27.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:12:03.000Z","Mesa 27","1.16",2016-01-11,"Monday"
"481","40.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:14:52.000Z","Mesa 33","3.63",2016-01-11,"Monday"
"482","37.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:15:37.000Z","Mesa 35","3.49",2016-01-11,"Monday"
"483","56.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:27:50.000Z","Mesa 55","8.38",2016-01-11,"Monday"
"484","31.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:28:02.000Z","Mesa 46","1.74",2016-01-11,"Monday"
"485","55.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:28:36.000Z","Mesa 40","3.83",2016-01-11,"Monday"
"486","9.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:35:18.000Z","Mesa 75","0.41",2016-01-11,"Monday"
"487","12.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:35:49.000Z","Mesa 73","0.51",2016-01-11,"Monday"
"488","26.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:36:36.000Z","Mesa 58","1.12",2016-01-11,"Monday"
"489","25.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:37:21.000Z","Mesa 59","1.09",2016-01-11,"Monday"
"490","62.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:38:13.000Z","Mesa 60","3.06",2016-01-11,"Monday"
"491","80.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:40:13.000Z","Mesa 64","5.29",2016-01-11,"Monday"
"492","74.67","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:40:57.000Z","Mesa 47","6.53",2016-01-11,"Monday"
"493","35.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:41:49.000Z","Mesa 44","2.97",2016-01-11,"Monday"
"494","43.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:43:18.000Z","Mesa 53","3.72",2016-01-11,"Monday"
"495","23.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:43:54.000Z","Mesa 67","1.43",2016-01-11,"Monday"
"496","45.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:44:29.000Z","Mesa 76","2.32",2016-01-11,"Monday"
"497","21.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:45:03.000Z","Mesa 72","0.9",2016-01-11,"Monday"
"498","25.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:45:44.000Z","Mesa 71","2.98",2016-01-11,"Monday"
"499","23.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:46:16.000Z","Mesa 70","2.49",2016-01-11,"Monday"
"500","42.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:48:02.000Z","Mesa 37","3.69",2016-01-11,"Monday"
"501","63.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:48:48.000Z","Mesa 36","4.58",2016-01-11,"Monday"
"502","43.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:49:32.000Z","Mesa 42","3.75",2016-01-11,"Monday"
"503","44.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:50:38.000Z","Mesa 56","3.79",2016-01-11,"Monday"
"504","22.06","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T13:51:09.000Z","Mesa 57","2.84",2016-01-11,"Monday"
"505","43.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:02:04.000Z","Mesa 68","4.66",2016-01-11,"Monday"
"506","136.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:03:48.000Z","Mesa 69","11.02",2016-01-11,"Monday"
"507","108.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:08:08.000Z","Mesa 78","8.36",2016-01-11,"Monday"
"508","33.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:36:04.000Z","Mesa 82","1.41",2016-01-11,"Monday"
"509","39.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:40:05.000Z","Mesa 80","3.57",2016-01-11,"Monday"
"510","23.01","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:40:40.000Z","Mesa 81","0.97",2016-01-11,"Monday"
"511","51.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:45:13.000Z","Mesa 84","4.07",2016-01-11,"Monday"
"512","28.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:46:09.000Z","Mesa 86","4.05",2016-01-11,"Monday"
"513","57.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T14:53:40.000Z","Mesa 85","4.33",2016-01-11,"Monday"
"514","53.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T15:02:31.000Z","Mesa 88","4.15",2016-01-11,"Monday"
"515","21.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:03:20.000Z","Mesa 7","0.9",2016-01-11,"Monday"
"516","52.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:20:37.000Z","Mesa 6","2.2",2016-01-11,"Monday"
"517","24.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:33:18.000Z","Mesa 17","1.04",2016-01-11,"Monday"
"518","30.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:35:31.000Z","Mesa 18","2.77",2016-01-11,"Monday"
"519","37.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:48:53.000Z","Mesa 23","5.38",2016-01-11,"Monday"
"520","36.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:49:57.000Z","Mesa 25","1.52",2016-01-11,"Monday"
"521","31.14","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:57:09.000Z","Mesa 19","1.31",2016-01-11,"Monday"
"522","32.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T19:57:55.000Z","Mesa 99","2.83",2016-01-11,"Monday"
"523","55.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:00:30.000Z","Mesa 10","11.21",2016-01-11,"Monday"
"524","15.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:01:00.000Z","Mesa 5","0.66",2016-01-11,"Monday"
"525","19.34","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:03:18.000Z","Mesa 4","0.81",2016-01-11,"Monday"
"526","45.65","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:03:32.000Z","Mesa 8","3.83",2016-01-11,"Monday"
"527","44.97","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:03:49.000Z","Mesa 1","3.8",2016-01-11,"Monday"
"528","20.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:05:43.000Z","Mesa 22","0.86",2016-01-11,"Monday"
"529","94.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:07:37.000Z","Mesa 15","6.6",2016-01-11,"Monday"
"530","75.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:08:37.000Z","Mesa 16","6.98",2016-01-11,"Monday"
"531","28.05","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:11:33.000Z","Mesa 21","2.66",2016-01-11,"Monday"
"532","26.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:11:56.000Z","Mesa 80","3.02",2016-01-11,"Monday"
"533","56.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:21:31.000Z","Mesa 27","3.85",2016-01-11,"Monday"
"534","44.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:35:08.000Z","Mesa 24","1.88",2016-01-11,"Monday"
"535","83.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:37:06.000Z","Mesa 30","3.5",2016-01-11,"Monday"
"536","24.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:41:28.000Z","Mesa 37","1.04",2016-01-11,"Monday"
"537","107.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:44:27.000Z","Mesa 35","17.32",2016-01-11,"Monday"
"538","137.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:46:12.000Z","Mesa 26","11.1",2016-01-11,"Monday"
"539","47.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:48:38.000Z","Mesa 53","1.99",2016-01-11,"Monday"
"540","37.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:49:41.000Z","Mesa 55","1.59",2016-01-11,"Monday"
"541","36.05","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T20:52:41.000Z","Mesa 36","3.43",2016-01-11,"Monday"
"542","104.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:05:16.000Z","Mesa 40","6.32",2016-01-11,"Monday"
"543","72.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:07:16.000Z","Mesa 63","3.03",2016-01-11,"Monday"
"544","34.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:08:31.000Z","Mesa 57","1.43",2016-01-11,"Monday"
"545","90.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:13:22.000Z","Mesa 44","7.63",2016-01-11,"Monday"
"546","132.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:15:10.000Z","Mesa 41","9.38",2016-01-11,"Monday"
"547","60.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:15:22.000Z","Mesa 3","2.53",2016-01-11,"Monday"
"548","74.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:15:37.000Z","Mesa 2","6.52",2016-01-11,"Monday"
"549","30.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:26:08.000Z","Mesa 56","2.76",2016-01-11,"Monday"
"550","55.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:26:30.000Z","Mesa 28","5.74",2016-01-11,"Monday"
"551","89.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:30:03.000Z","Mesa 43","9.29",2016-01-11,"Monday"
"552","17.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:33:10.000Z","Mesa 73","0.73",2016-01-11,"Monday"
"553","68.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:34:38.000Z","Mesa 98","9.68",2016-01-11,"Monday"
"554","35.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:35:38.000Z","Mesa 97","4.25",2016-01-11,"Monday"
"555","125.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:39:55.000Z","Mesa 60","15.42",2016-01-11,"Monday"
"556","82.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:42:28.000Z","Mesa 70","10.68",2016-01-11,"Monday"
"557","264.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:43:34.000Z","Mesa 33","30.9",2016-01-11,"Monday"
"558","39.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:44:31.000Z","Mesa 71","5.46",2016-01-11,"Monday"
"559","127.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-11T21:45:33.000Z","Mesa 61","15.58",2016-01-11,"Monday"
